Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,No,Graduate,No,1659,1569,0.5,300,1,Semiurban,1
Female,Yes,Not Graduate,Yes,3030,2858,1.31,300,0,Rural,0
Female,No,Graduate,Yes,4317,2325,1.04,300,1,Semiurban,1
Male,Yes,Graduate,Yes,5544,496,1.4,180,0,Semiurban,0
Female,No,Graduate,Yes,3428,1552,0.88,360,0,Semiurban,0
Male,No,Graduate,No,3337,980,0.5,300,1,Semiurban,1
Male,No,Graduate,No,1393,1665,0.69,300,1,Semiurban,0
Male,Yes,Not Graduate,No,2956,882,0.94,300,1,Rural,1
Male,Yes,Graduate,Yes,3192,1075,1.51,300,0,Semiurban,1
Female,No,Graduate,No,1000,1546,0.97,300,1,Urban,0
Female,No,Graduate,No,2946,723,0.87,360,0,Urban,0
Male,Yes,Not Graduate,No,6853,0,1.08,360,0,Rural,1
Male,Yes,Not Graduate,No,3125,486,1.7,180,0,Rural,0
Female,Yes,Not Graduate,Yes,3486,2587,1.12,300,1,Rural,1
Female,No,Graduate,No,2504,576,0.79,300,1,Semiurban,0
Male,Yes,Not Graduate,No,5083,0,1.15,360,0,Rural,0
Male,No,Graduate,No,1000,2879,0.5,360,0,Semiurban,1
Female,No,Graduate,No,1490,770,0.52,180,1,Semiurban,0
Male,Yes,Not Graduate,No,3157,260,1.42,360,1,Rural,0
Male,Yes,Graduate,Yes,3690,998,1.35,180,0,Semiurban,0
Male,Yes,Graduate,Yes,5948,0,1.53,180,1,Semiurban,1
Female,No,Graduate,Yes,4705,2173,0.5,360,0,Semiurban,1
Male,Yes,Graduate,No,5859,363,1.65,360,0,Urban,1
Female,No,Graduate,No,1000,1396,0.55,180,1,Semiurban,1
Male,Yes,Not Graduate,No,2655,1858,1.06,360,0,Rural,0
Female,No,Graduate,Yes,3243,1762,1.23,360,1,Semiurban,1
Male,Yes,Not Graduate,No,3746,141,1.35,180,0,Rural,0
Male,Yes,Graduate,No,6567,94,1.25,180,1,Urban,0
Female,No,Graduate,No,2310,1837,0.94,300,0,Semiurban,1
Female,Yes,Not Graduate,Yes,1000,728,1.36,360,1,Rural,0
Male,Yes,Graduate,No,5635,0,1.31,180,1,Urban,0
Female,No,Graduate,No,2508,414,1.05,360,1,Semiurban,0
Male,Yes,Not Graduate,No,3948,0,1.02,360,1,Rural,1
Male,No,Graduate,No,1558,2251,0.68,180,0,Semiurban,0
Female,Yes,Not Graduate,Yes,2198,955,1.03,300,1,Rural,1
Female,No,Graduate,No,1628,802,0.55,360,0,Urban,1
Female,Yes,Not Graduate,Yes,1782,2072,0.99,180,0,Rural,1
Female,Yes,Not Graduate,Yes,2861,2807,0.8,360,1,Rural,0
Male,Yes,Not Graduate,No,3575,0,1.25,300,1,Rural,1
Female,No,Graduate,Yes,3160,807,1.44,360,1,Semiurban,1
Male,Yes,Graduate,No,6349,1996,1.52,300,1,Urban,1
Female,No,Graduate,No,1832,1722,0.99,300,0,Urban,1
Male,Yes,Graduate,Yes,5736,843,1.29,180,0,Semiurban,0
Male,Yes,Graduate,No,4630,966,1.73,180,0,Urban,0
Female,No,Graduate,No,1000,1260,0.9,360,1,Semiurban,0
Male,No,Graduate,No,3728,968,0.8,180,1,Semiurban,1
Male,Yes,Graduate,No,6840,938,1.63,360,1,Urban,0
Male,Yes,Not Graduate,No,4369,0,1.51,300,0,Rural,0
Female,No,Graduate,Yes,4340,808,0.99,360,0,Semiurban,1
Female,No,Graduate,Yes,2462,735,1.15,180,1,Semiurban,0
Male,No,Graduate,No,3090,3570,0.65,360,1,Semiurban,1
Male,Yes,Graduate,Yes,5406,0,1.69,180,1,Semiurban,0
Female,No,Graduate,No,1263,2567,1.55,300,0,Urban,1
Male,Yes,Graduate,Yes,4181,0,1.24,360,0,Semiurban,1
Male,Yes,Graduate,Yes,4895,0,1.36,360,0,Semiurban,0
Male,Yes,Graduate,Yes,4634,312,1.31,300,0,Semiurban,0
Female,No,Graduate,No,1939,2013,0.95,180,0,Urban,0
Male,Yes,Graduate,No,4430,0,1.4,300,0,Urban,0
Female,Yes,Not Graduate,Yes,1000,1933,0.99,300,0,Rural,1
Male,Yes,Graduate,No,4919,0,1.21,180,0,Urban,1
Male,Yes,Graduate,No,5576,498,1.39,180,1,Urban,0
Male,Yes,Not Graduate,No,3905,0,1.4,180,0,Rural,1
Male,Yes,Graduate,No,5299,101,1.52,360,0,Urban,0
Male,No,Graduate,No,3460,2105,0.99,180,1,Semiurban,1
Male,Yes,Not Graduate,No,1151,0,1.62,180,1,Rural,1
Female,No,Graduate,Yes,2018,1421,0.98,180,0,Semiurban,0
Female,No,Graduate,No,2635,1866,0.91,180,0,Semiurban,0
Female,No,Graduate,Yes,2943,2547,1.08,360,1,Semiurban,1
Female,No,Graduate,No,1000,1021,0.74,300,1,Semiurban,1
Male,No,Graduate,No,1194,842,0.51,300,0,Semiurban,0
Male,Yes,Graduate,Yes,4059,0,1.64,360,0,Semiurban,0
Female,No,Graduate,No,2554,878,1.07,180,0,Semiurban,1
Female,No,Graduate,No,1000,1037,1.15,360,0,Urban,0
Male,Yes,Not Graduate,No,5308,0,1.2,360,1,Rural,1
Female,No,Graduate,No,1909,835,1.16,300,1,Semiurban,1
Male,Yes,Not Graduate,No,4614,738,1.11,180,0,Rural,0
Male,Yes,Graduate,No,7326,376,1.41,360,1,Urban,0
Male,Yes,Graduate,No,4169,0,1.18,360,1,Urban,0
Male,Yes,Graduate,No,6804,0,1.58,180,1,Urban,1
Male,Yes,Graduate,Yes,5417,0,1.53,180,0,Semiurban,0
Male,Yes,Graduate,No,5032,0,1.6,300,1,Urban,1
Male,Yes,Graduate,No,5473,297,1.89,180,0,Urban,0
Female,No,Graduate,Yes,3382,1984,1.37,300,1,Semiurban,0
Male,Yes,Graduate,No,4468,0,1.39,180,0,Urban,0
Female,No,Graduate,No,4544,1729,0.94,300,1,Semiurban,1
Female,No,Graduate,Yes,3600,1190,1.36,300,1,Semiurban,0
Male,Yes,Graduate,No,6808,263,1.78,180,1,Urban,1
Male,No,Graduate,No,3802,2890,0.76,300,0,Semiurban,0
Male,Yes,Not Graduate,No,5478,764,1.01,300,0,Rural,1
Male,Yes,Not Graduate,No,4231,347,1.64,300,1,Rural,1
Female,No,Graduate,No,2865,679,1.43,360,1,Urban,1
Male,Yes,Not Graduate,No,4386,0,1.41,180,1,Rural,1
Female,No,Graduate,Yes,4190,0,1.15,360,1,Semiurban,1
Male,Yes,Graduate,Yes,4490,0,1.38,180,0,Semiurban,0
Male,No,Graduate,No,2475,2020,0.81,180,1,Semiurban,0
Male,Yes,Graduate,Yes,5895,0,1.53,300,1,Semiurban,0
Male,Yes,Not Graduate,No,4858,0,1.22,360,1,Rural,1
Female,No,Graduate,Yes,3298,1627,1.16,300,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1000,2595,1.3,300,0,Rural,1
Female,No,Graduate,No,1000,0,0.75,300,0,Urban,0
Male,Yes,Not Graduate,No,2625,1067,1.58,180,0,Rural,1
Female,No,Graduate,No,1000,2378,0.87,180,0,Urban,0
Male,Yes,Graduate,No,4989,0,1.46,360,0,Urban,0
Male,Yes,Graduate,Yes,5622,1410,1.16,360,1,Semiurban,0
Male,No,Graduate,No,3581,0,0.5,180,1,Semiurban,1
Male,Yes,Graduate,Yes,5188,774,1.14,360,0,Semiurban,1
Male,Yes,Graduate,No,4647,1349,1.43,180,1,Urban,0
Male,Yes,Graduate,Yes,4497,0,1.7,180,0,Semiurban,1
Female,No,Graduate,No,3550,2795,0.67,360,1,Semiurban,0
Female,No,Graduate,No,2058,1308,0.82,300,1,Semiurban,1
Male,Yes,Not Graduate,No,2688,169,1.48,360,1,Rural,1
Male,Yes,Graduate,No,4727,235,1.59,180,1,Urban,0
Female,Yes,Not Graduate,Yes,4381,2120,0.97,300,1,Rural,1
Male,Yes,Graduate,No,6019,0,1.41,180,0,Urban,0
Male,No,Graduate,No,1074,3226,0.55,300,0,Semiurban,0
Male,Yes,Graduate,No,5657,0,1.74,360,0,Urban,0
Female,No,Graduate,No,1752,185,1.14,360,1,Semiurban,0
Male,Yes,Graduate,Yes,4856,0,1.48,180,1,Semiurban,0
Female,Yes,Not Graduate,Yes,1000,2356,0.82,300,1,Rural,1
Female,Yes,Not Graduate,Yes,1354,2585,0.89,300,0,Rural,0
Female,No,Graduate,No,1469,1112,0.82,360,0,Urban,1
Female,No,Graduate,Yes,2031,2096,1.0,300,0,Semiurban,0
Female,No,Graduate,Yes,2807,638,1.2,180,1,Semiurban,1
Male,Yes,Graduate,No,5864,228,1.5,180,1,Urban,0
Male,Yes,Not Graduate,No,4471,0,1.19,180,1,Rural,1
Male,Yes,Not Graduate,No,3844,0,1.36,180,1,Rural,1
Male,No,Graduate,No,2712,1744,0.5,180,1,Semiurban,1
Male,Yes,Graduate,Yes,4165,0,1.07,300,0,Semiurban,0
Male,Yes,Graduate,Yes,7350,0,1.52,360,0,Semiurban,1
Female,No,Graduate,Yes,3291,2437,1.1,300,1,Semiurban,0
Male,Yes,Graduate,No,3893,1494,1.25,300,0,Urban,0
Male,No,Graduate,No,1639,1749,0.68,180,0,Semiurban,1
Male,Yes,Not Graduate,No,4186,0,1.45,300,0,Rural,1
Male,Yes,Not Graduate,No,3306,1034,1.31,300,0,Rural,1
Female,No,Graduate,No,2595,45,0.95,300,0,Semiurban,0
Male,Yes,Graduate,Yes,3733,399,1.35,360,1,Semiurban,1
Female,No,Graduate,No,2657,1927,0.78,360,0,Semiurban,1
Female,No,Graduate,No,3374,423,1.06,300,0,Semiurban,0
Female,Yes,Not Graduate,Yes,2790,1692,1.07,180,1,Rural,0
Male,Yes,Not Graduate,No,2797,943,0.82,360,0,Rural,0
Female,Yes,Not Graduate,Yes,2173,2874,1.13,300,0,Rural,0
Male,No,Graduate,No,1868,2581,0.52,360,0,Semiurban,0
Female,No,Graduate,Yes,4191,110,1.09,180,1,Semiurban,0
Male,Yes,Graduate,Yes,7049,879,1.23,180,0,Semiurban,1
Male,No,Graduate,No,4200,1481,0.79,360,1,Semiurban,0
Male,Yes,Not Graduate,No,1878,617,1.35,300,0,Rural,0
Male,Yes,Graduate,No,5816,312,2.06,300,0,Urban,1
Male,Yes,Graduate,No,8726,0,1.74,360,1,Urban,0
Female,Yes,Not Graduate,Yes,2477,1400,1.28,180,0,Rural,0
Male,Yes,Graduate,Yes,3924,0,1.25,300,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1000,2831,1.14,180,1,Rural,1
Male,Yes,Not Graduate,No,4530,222,1.16,180,1,Rural,0
Female,Yes,Not Graduate,Yes,1122,3067,0.82,300,1,Rural,0
Female,No,Graduate,No,2637,1936,1.25,300,0,Semiurban,1
Female,Yes,Not Graduate,Yes,3100,1021,0.89,360,1,Rural,1
Male,Yes,Graduate,Yes,5743,1710,1.49,300,1,Semiurban,0
Male,Yes,Graduate,No,4785,0,2.02,180,1,Urban,1
Female,Yes,Not Graduate,Yes,1172,3138,0.93,300,1,Rural,1
Female,No,Graduate,Yes,3091,1577,0.9,180,0,Semiurban,0
Male,Yes,Graduate,Yes,4297,356,1.15,300,1,Semiurban,0
Female,Yes,Not Graduate,Yes,1000,2471,0.81,300,1,Rural,0
Male,Yes,Not Graduate,No,3242,802,1.06,360,1,Rural,0
Female,No,Graduate,Yes,2425,1636,1.44,360,0,Semiurban,0
Male,Yes,Graduate,Yes,7089,549,1.3,180,0,Semiurban,1
Female,No,Graduate,No,3087,2147,0.8,360,1,Semiurban,0
Female,No,Graduate,No,1317,1199,0.71,180,1,Urban,0
Male,Yes,Graduate,No,5372,0,1.3,360,0,Urban,0
Male,Yes,Not Graduate,No,4631,0,0.91,300,0,Rural,0
Male,Yes,Graduate,Yes,6560,98,1.63,180,0,Semiurban,0
Male,Yes,Graduate,No,6390,0,1.4,300,0,Urban,1
Female,No,Graduate,No,3876,2214,0.82,300,0,Semiurban,0
Female,No,Graduate,No,2603,855,1.11,360,0,Urban,1
Male,Yes,Not Graduate,No,4573,0,1.19,360,0,Rural,0
Female,No,Graduate,No,3042,2206,0.8,300,0,Semiurban,0
Male,Yes,Not Graduate,No,2595,489,0.94,180,1,Rural,1
Female,No,Graduate,No,1776,1589,0.85,180,1,Urban,0
Female,No,Graduate,Yes,3345,1249,0.5,300,1,Semiurban,0
Female,No,Graduate,No,1709,1049,1.19,360,1,Urban,1
Male,Yes,Graduate,Yes,7224,1015,1.2,360,0,Semiurban,0
Male,Yes,Not Graduate,No,2638,1679,1.64,180,1,Rural,1
Female,Yes,Not Graduate,Yes,3015,1773,1.07,360,0,Rural,0
Male,Yes,Graduate,No,3085,0,1.26,180,1,Urban,1
Male,Yes,Not Graduate,No,2450,0,1.25,180,0,Rural,1
Female,Yes,Not Graduate,Yes,3824,2164,1.08,360,1,Rural,1
Male,Yes,Graduate,No,3861,0,1.2,180,0,Urban,0
Female,Yes,Not Graduate,Yes,3333,2648,1.46,360,0,Rural,1
Male,Yes,Graduate,Yes,5444,0,1.17,360,1,Semiurban,1
Female,No,Graduate,No,1000,285,0.82,300,0,Urban,0
Male,Yes,Not Graduate,No,2943,0,0.9,300,0,Rural,1
Female,No,Graduate,No,1159,1818,1.12,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,1237,2320,1.34,360,0,Rural,0
Female,No,Graduate,No,1000,2685,0.76,180,1,Semiurban,1
Male,Yes,Not Graduate,No,2836,0,1.05,300,0,Rural,1
Female,Yes,Not Graduate,Yes,1666,2699,0.69,360,0,Rural,0
Female,No,Graduate,No,1000,0,0.98,300,1,Urban,0
Female,No,Graduate,No,1820,2093,0.9,180,0,Semiurban,1
Female,No,Graduate,No,2984,815,0.98,360,0,Semiurban,0
Male,Yes,Not Graduate,No,3102,225,1.19,300,0,Rural,0
Male,Yes,Graduate,Yes,6797,216,1.4,300,1,Semiurban,0
Male,Yes,Graduate,Yes,6755,1328,1.12,180,1,Semiurban,1
Female,No,Graduate,Yes,3071,0,0.96,180,0,Semiurban,1
Female,No,Graduate,Yes,2410,2654,1.18,180,1,Semiurban,0
Male,Yes,Not Graduate,No,2990,0,1.27,180,0,Rural,0
Female,No,Graduate,Yes,3071,2877,1.0,180,1,Semiurban,0
Male,Yes,Graduate,No,5808,0,1.47,300,1,Urban,1
Male,Yes,Graduate,Yes,5912,506,1.65,360,0,Semiurban,1
Male,Yes,Graduate,No,4551,1348,1.41,300,0,Urban,0
Male,Yes,Graduate,No,6297,0,1.21,300,0,Urban,1
Male,No,Graduate,No,1419,2320,0.5,360,1,Semiurban,1
Female,No,Graduate,Yes,2648,2461,1.21,360,1,Semiurban,0
Male,Yes,Not Graduate,No,4319,0,1.18,300,1,Rural,1
Male,Yes,Graduate,No,4089,1185,1.44,300,0,Urban,1
Male,Yes,Graduate,No,4579,0,1.75,300,0,Urban,1
Male,Yes,Not Graduate,No,2709,0,1.11,180,0,Rural,1
Male,Yes,Graduate,No,5701,1120,1.33,360,1,Urban,0
Male,Yes,Not Graduate,No,5230,0,1.39,300,0,Rural,0
Male,No,Graduate,No,1000,967,0.73,360,1,Semiurban,0
Male,Yes,Graduate,No,6279,1522,1.58,300,0,Urban,1
Male,Yes,Not Graduate,No,2217,388,1.21,180,1,Rural,0
Female,Yes,Not Graduate,Yes,3666,2065,1.07,360,0,Rural,1
Male,Yes,Graduate,No,6358,54,1.84,300,0,Urban,1
Male,No,Graduate,No,3121,816,0.53,300,1,Semiurban,0
Female,No,Graduate,Yes,1743,1622,0.87,300,1,Semiurban,0
Male,Yes,Not Graduate,No,4819,2380,1.29,300,0,Rural,0
Male,Yes,Graduate,No,4562,776,1.43,360,1,Urban,0
Female,Yes,Not Graduate,Yes,1000,2588,1.16,360,1,Rural,1
Male,Yes,Graduate,Yes,4667,0,1.51,180,0,Semiurban,1
Male,No,Graduate,No,1447,2385,0.5,180,0,Semiurban,1
Male,Yes,Not Graduate,No,3676,252,1.12,300,0,Rural,0
Male,No,Graduate,No,1690,1835,0.81,180,0,Semiurban,1
Male,Yes,Not Graduate,No,2174,65,1.26,180,1,Rural,0
Male,Yes,Graduate,No,6415,0,1.31,180,0,Urban,0
Male,Yes,Graduate,Yes,6380,0,1.21,360,1,Semiurban,1
Female,No,Graduate,Yes,2993,3110,0.88,300,0,Semiurban,1
Male,Yes,Graduate,No,4302,205,1.56,180,1,Urban,1
Female,Yes,Not Graduate,Yes,3182,2718,1.19,180,1,Rural,0
Male,Yes,Graduate,No,5435,0,1.85,180,0,Urban,0
Female,No,Graduate,No,2001,741,1.04,360,0,Semiurban,0
Female,No,Graduate,Yes,1510,1364,0.78,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3463,1903,0.72,180,0,Rural,0
Female,No,Graduate,No,1000,1739,1.2,360,1,Urban,1
Female,No,Graduate,No,2800,565,0.75,360,0,Semiurban,0
Male,Yes,Graduate,No,6434,1030,1.32,180,1,Urban,0
Female,No,Graduate,Yes,4721,629,0.81,300,1,Semiurban,0
Male,No,Graduate,No,2237,1600,0.84,180,1,Semiurban,0
Female,No,Graduate,Yes,1998,2065,0.78,180,0,Semiurban,0
Male,Yes,Graduate,Yes,8004,366,1.02,180,1,Semiurban,1
Female,No,Graduate,No,1974,1007,0.66,360,0,Semiurban,0
Female,No,Graduate,No,2301,783,0.78,300,1,Urban,0
Female,No,Graduate,Yes,3168,1160,0.82,360,0,Semiurban,0
Male,Yes,Not Graduate,No,3978,1289,1.67,300,1,Rural,0
Female,No,Graduate,No,2906,1098,1.5,180,0,Semiurban,1
Male,Yes,Not Graduate,No,1856,0,1.09,300,1,Rural,1
Male,Yes,Not Graduate,No,5842,0,1.43,180,1,Rural,1
Male,No,Graduate,No,2282,1857,1.25,180,0,Semiurban,0
Female,No,Graduate,Yes,3608,1175,0.98,180,0,Semiurban,0
Male,Yes,Graduate,No,4937,0,0.87,300,0,Urban,0
Male,Yes,Graduate,Yes,3478,995,1.87,300,1,Semiurban,1
Female,No,Graduate,Yes,2667,1394,0.81,360,0,Semiurban,0
Male,Yes,Graduate,No,4231,2079,1.52,180,1,Urban,1
Female,No,Graduate,No,1996,1521,1.01,360,0,Urban,1
Female,No,Graduate,No,1914,1742,0.81,300,1,Semiurban,0
Male,Yes,Not Graduate,No,2421,0,1.59,180,0,Rural,1
Female,No,Graduate,Yes,2223,2049,0.69,360,0,Semiurban,1
Male,Yes,Not Graduate,No,4341,0,0.96,180,0,Rural,0
Female,No,Graduate,No,3129,1004,0.88,360,1,Semiurban,1
Male,Yes,Graduate,No,7547,0,1.44,300,0,Urban,1
Male,Yes,Graduate,No,4831,0,1.97,180,0,Urban,0
Female,No,Graduate,No,3184,1230,0.96,360,1,Semiurban,0
Male,Yes,Not Graduate,No,2263,904,1.03,360,0,Rural,1
Male,No,Graduate,No,3015,1463,0.67,360,0,Semiurban,1
Male,Yes,Graduate,No,5411,1340,1.28,180,0,Urban,1
Male,Yes,Not Graduate,No,3992,0,1.12,300,1,Rural,0
Male,Yes,Graduate,No,7620,240,1.77,180,0,Urban,1
Male,Yes,Graduate,No,7278,200,1.37,300,1,Urban,0
Female,No,Graduate,Yes,1000,1196,0.76,360,1,Semiurban,1
Male,Yes,Graduate,No,5479,0,1.37,360,1,Urban,0
Male,Yes,Not Graduate,No,4433,0,1.1,300,0,Rural,0
Female,No,Graduate,No,1000,1112,0.95,300,0,Urban,0
Female,Yes,Not Graduate,Yes,2547,1004,1.8,300,0,Rural,1
Female,Yes,Not Graduate,Yes,3116,870,1.6,300,1,Rural,0
Male,Yes,Not Graduate,No,5475,974,1.31,360,1,Rural,1
Male,Yes,Graduate,No,5956,721,1.49,180,1,Urban,1
Male,Yes,Not Graduate,No,3341,0,0.92,180,0,Rural,0
Male,Yes,Graduate,Yes,5848,0,1.57,360,1,Semiurban,0
Male,No,Graduate,No,2416,2958,0.5,300,1,Semiurban,1
Male,Yes,Graduate,No,4037,0,1.66,180,1,Urban,1
Male,No,Graduate,No,1876,1920,0.71,180,0,Semiurban,0
Female,No,Graduate,Yes,1743,1261,1.18,180,0,Semiurban,1
Male,Yes,Graduate,Yes,4655,0,1.76,360,0,Semiurban,0
Female,No,Graduate,No,1692,1166,1.19,360,1,Urban,1
Female,No,Graduate,No,1806,3167,1.05,180,0,Semiurban,1
Female,No,Graduate,No,1370,2302,0.8,300,1,Semiurban,1
Female,No,Graduate,No,3139,1754,0.98,360,0,Semiurban,0
Male,Yes,Graduate,No,5048,1273,1.57,360,1,Urban,1
Male,No,Graduate,No,2844,2369,0.84,180,0,Semiurban,1
Male,Yes,Not Graduate,No,3392,375,1.52,180,1,Rural,1
Male,Yes,Graduate,No,5682,0,1.81,180,1,Urban,1
Female,No,Graduate,No,2807,696,0.63,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3121,6,0.52,180,0,Rural,1
Female,No,Graduate,No,1000,2543,0.62,360,1,Urban,1
Female,No,Graduate,Yes,2825,2218,1.09,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,1728,1896,1.15,300,1,Rural,1
Male,No,Graduate,No,1000,2840,0.74,180,0,Semiurban,0
Male,Yes,Not Graduate,No,3472,0,1.04,360,0,Rural,0
Male,Yes,Not Graduate,No,3353,0,1.5,300,1,Rural,1
Male,Yes,Graduate,Yes,4638,339,1.45,360,0,Semiurban,0
Female,No,Graduate,No,1440,634,0.99,360,0,Urban,0
Male,Yes,Graduate,No,3700,62,1.55,300,0,Urban,1
Male,Yes,Not Graduate,No,6383,0,1.68,300,1,Rural,0
Female,No,Graduate,No,3595,0,0.96,180,1,Urban,1
Female,No,Graduate,No,1023,652,1.11,360,1,Urban,1
Male,No,Graduate,No,2987,2353,0.84,300,0,Semiurban,0
Male,Yes,Not Graduate,No,2787,326,0.95,360,1,Rural,0
Male,Yes,Graduate,No,3850,0,0.96,180,1,Urban,1
Female,No,Graduate,Yes,2942,990,1.15,360,0,Semiurban,1
Female,No,Graduate,No,3110,811,1.11,180,0,Semiurban,0
Female,No,Graduate,Yes,4415,1445,1.18,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2229,2301,0.7,300,0,Rural,1
Male,Yes,Graduate,Yes,4766,517,1.32,360,0,Semiurban,0
Male,Yes,Not Graduate,No,4256,1248,1.22,360,0,Rural,0
Female,No,Graduate,Yes,2908,2004,0.76,180,1,Semiurban,1
Male,Yes,Not Graduate,No,3119,0,1.4,300,0,Rural,0
Male,Yes,Not Graduate,No,4148,0,1.2,180,1,Rural,0
Male,Yes,Not Graduate,No,5167,880,1.24,360,1,Rural,0
Female,No,Graduate,No,2715,1849,0.91,360,1,Urban,1
Male,Yes,Graduate,No,7000,114,1.4,360,0,Urban,1
Male,No,Graduate,No,2711,2171,0.5,360,0,Semiurban,1
Female,No,Graduate,No,1000,2173,0.59,300,1,Semiurban,0
Female,No,Graduate,No,1693,2541,0.91,180,1,Urban,0
Male,Yes,Graduate,Yes,5733,0,1.45,300,1,Semiurban,1
Male,Yes,Not Graduate,No,2936,0,1.21,300,0,Rural,0
Female,No,Graduate,No,3157,2308,0.85,360,1,Semiurban,0
Male,Yes,Graduate,No,4874,715,1.55,360,1,Urban,1
Female,No,Graduate,No,2203,517,1.0,300,0,Urban,0
Female,No,Graduate,No,1562,2188,1.02,300,0,Semiurban,1
Female,Yes,Not Graduate,Yes,1761,3753,0.77,300,0,Rural,1
Male,Yes,Graduate,No,5160,103,1.88,360,0,Urban,0
Male,Yes,Not Graduate,No,4114,970,1.02,180,1,Rural,0
Female,Yes,Not Graduate,Yes,3319,2165,1.05,360,0,Rural,0
Male,Yes,Graduate,No,4328,400,1.34,360,0,Urban,0
Female,No,Graduate,No,2839,740,0.56,300,1,Semiurban,1
Male,Yes,Not Graduate,No,3656,84,1.44,300,1,Rural,0
Male,Yes,Not Graduate,No,3967,0,1.27,180,0,Rural,1
Male,Yes,Graduate,Yes,5789,98,1.4,300,0,Semiurban,0
Male,Yes,Graduate,No,6596,222,1.57,300,1,Urban,1
Male,Yes,Graduate,No,6248,0,1.74,180,0,Urban,1
Female,Yes,Not Graduate,Yes,1371,1713,1.0,360,0,Rural,1
Male,Yes,Not Graduate,No,4073,826,1.18,360,1,Rural,1
Male,Yes,Not Graduate,No,3242,805,1.32,180,0,Rural,0
Female,No,Graduate,No,1825,523,1.36,300,0,Urban,1
Female,No,Graduate,Yes,1049,694,0.84,360,1,Semiurban,0
Female,No,Graduate,Yes,3090,1426,1.1,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2330,2408,0.99,360,0,Rural,0
Female,No,Graduate,No,2162,1729,1.25,180,1,Semiurban,0
Male,Yes,Not Graduate,No,2789,0,1.22,180,0,Rural,0
Female,No,Graduate,No,1863,1315,1.01,360,0,Semiurban,0
Male,Yes,Not Graduate,No,3155,82,1.27,300,1,Rural,1
Female,No,Graduate,No,1000,1181,0.98,360,1,Urban,1
Male,No,Graduate,No,1672,1468,0.86,300,0,Semiurban,0
Male,Yes,Graduate,No,6127,577,1.21,360,1,Urban,0
Female,No,Graduate,Yes,3681,2571,0.88,180,1,Semiurban,0
Female,No,Graduate,No,1000,1367,0.93,360,1,Semiurban,1
Male,Yes,Not Graduate,No,6859,1766,1.14,300,1,Rural,0
Male,Yes,Graduate,No,5080,0,1.45,180,1,Urban,0
Male,No,Graduate,No,1307,1024,0.54,300,0,Semiurban,1
Male,Yes,Graduate,No,6681,0,1.64,300,0,Urban,1
Male,Yes,Not Graduate,No,4759,0,0.98,180,1,Rural,0
Female,No,Graduate,No,1000,1626,1.28,300,0,Urban,0
Female,No,Graduate,Yes,4912,3041,1.0,180,0,Semiurban,1
Male,Yes,Graduate,Yes,3204,565,1.2,300,1,Semiurban,0
Male,No,Graduate,No,1653,1368,0.92,180,0,Semiurban,1
Female,No,Graduate,No,1000,1876,1.0,300,0,Semiurban,0
Male,Yes,Not Graduate,No,3605,956,1.22,180,0,Rural,0
Male,Yes,Graduate,No,6418,775,1.61,300,1,Urban,0
Male,Yes,Graduate,No,5008,0,1.77,300,0,Urban,1
Male,Yes,Not Graduate,No,4662,1160,1.16,180,1,Rural,1
Male,No,Graduate,No,1000,3494,0.5,180,0,Semiurban,0
Male,Yes,Graduate,No,4676,907,1.77,180,0,Urban,0
Male,Yes,Not Graduate,No,3890,249,1.32,300,1,Rural,0
Female,No,Graduate,No,2929,1023,1.09,360,1,Semiurban,1
Male,Yes,Graduate,Yes,5815,0,1.57,300,1,Semiurban,0
Male,No,Graduate,No,2438,1699,0.96,180,1,Semiurban,0
Male,Yes,Graduate,No,5270,166,1.31,180,0,Urban,0
Male,Yes,Graduate,Yes,5462,0,1.51,360,1,Semiurban,0
Male,Yes,Graduate,No,5836,605,1.6,300,1,Urban,1
Male,No,Graduate,No,1292,2658,0.51,180,1,Semiurban,1
Female,No,Graduate,No,3275,3837,1.22,360,1,Urban,0
Male,Yes,Graduate,No,5132,0,1.44,360,0,Urban,1
Male,Yes,Graduate,No,5150,0,1.39,360,0,Urban,0
Female,No,Graduate,Yes,4104,2265,0.74,300,1,Semiurban,0
Female,No,Graduate,No,3670,669,0.92,180,1,Urban,0
Male,Yes,Graduate,No,5476,0,1.44,180,1,Urban,0
Female,No,Graduate,No,1000,0,0.82,300,0,Urban,0
Male,Yes,Graduate,No,8081,0,1.53,300,0,Urban,1
Male,No,Graduate,No,2161,2530,0.71,180,1,Semiurban,0
Female,No,Graduate,No,1709,631,1.17,300,1,Semiurban,0
Male,No,Graduate,No,3562,2105,0.55,180,1,Semiurban,0
Female,No,Graduate,Yes,2213,2844,1.12,180,1,Semiurban,0
Male,Yes,Not Graduate,No,3511,0,1.42,360,1,Rural,1
Male,Yes,Not Graduate,No,2334,0,1.29,300,0,Rural,1
